«»,Producer, Film, Rating, Budget, Year
28961,1613812,2342995,3.7,"$2,000,000",2012
28962,1613812,2349084,5.0,"$40,000,000",2001
28963,1613812,2371540,4.5,"$13,000,000",2003
28964,1613812,2382377,6.6,"$35,000,000",2002
28965,1613812,2409435,6.1,"$24,000,000",2008
28966,1613812,2416311,5.0,"$4,000,000",2007
28967,1613812,2434314,4.3,"$15,000,000",2005
28968,1613812,2449158,3.8,"$2,000,000",2000
28969,1613812,2512508,5.9,"$28,000,000",2004
28970,1613812,2629449,5.0,"$12,000,000",1998
28971,1613812,2727946,7.4,"$10,000,000",2006
28972,1613812,2794387,6.7,"$11,000,000",1999
28973,1613812,2816176,4.1,"$2,000,000",1999
28974,1613812,2829242,3.5,"$12,500,000",1998
28975,1613812,2852696,5.7,"$40,000,000",2000
28976,1613812,2859552,7.9,"$7,000,000",1999
28977,1613812,2867053,6.0,"$4,000,000",2000
28978,1613812,2881069,5.7,"$35,000,000",2007
28979,1613812,2881549,3.2,"$16,700,000",2003
28980,1613812,2898340,5.3,"$9,000,000",1997
28981,1613812,2918076,5.0,"$10,000,000",1997
28982,1613812,2920151,6.8,"$45,000,000",2001
28983,1613812,2948667,6.7,"$24,000,000",2000
28984,1613812,2948673,5.4,"$40,000,000",2004
28985,1613812,3013420,5.9,"$10,000,000",2001
28986,1614450,2138470,5.4,"€ 850,000",2013
28987,1614450,2276580,6.9,"$12,000,000",2009
28988,1614450,2338651,7.0,"CAD 12,000,000",2007
28989,1614450,2640541,6.1,"$24,000,000",2005
28990,1614450,2705563,5.5,"€ 1,500,000",2007
28991,1614729,2441109,2.7,"PLN 5,500,000",2006
28992,1614729,2881549,3.2,"$16,700,000",2003
28993,1614729,3040757,5.6,"PLN 4,000,000",2009
28994,1615171,2565327,6.2,"MXN 12,000,000",2013
28995,1615171,2662324,6.4,"$1,000,000",2009
28996,1615306,2626514,6.2,"$3,230,000",2012
28997,1615411,2297525,5.0,"$7,000,000",1993
28998,1615411,2297526,5.4,"$6,000,000",1989
28999,1615680,2808664,4.9,"$25,000",2012
29000,1615879,2112147,5.5,"$950,000",2012
29001,1615931,2027249,3.8,"$6,000,000",2001
29002,1615931,2128264,5.8,"$1,000,000",2006
29003,1615931,2129755,4.5,"$40,000,000",2006
29004,1615931,2129756,4.3,"$32,000,000",2011
29005,1615931,2153978,7.1,"$26,000,000",2011
29006,1615931,2229415,6.3,"$25,000,000",2010
29007,1615931,2245593,6.4,"$22,000,000",2012
29008,1615931,2360052,5.7,"$20,000,000",1998
29009,1615931,2360264,6.8,"$1,500,000",2002
29010,1615931,2399406,5.6,"$20,000,000",2009
29011,1615931,2401765,7.6,"$15,000,000",2004
29012,1615931,2510968,6.7,"$28,000,000",2009
29013,1615931,2528919,6.7,"$17,000,000",2014
29014,1615931,2547946,7.4,"$10,000,000",1997
29015,1615931,2791095,5.2,"$10,000,000",2005
29016,1615931,2867150,6.6,"PLN 34,148,170",2013
29017,1615931,2867280,7.0,"$25,000,000",2011
29018,1615931,2928251,6.8,"$4,000,000",2003
29019,1616013,2583916,7.4,"CAD 671,000",2007
29020,1616069,2091479,7.2,"$21,500,000",1999
29021,1616069,2730236,6.6,"$8,000,000",1986
29022,1616069,2816267,5.2,"$40,000,000",2006
29023,1616069,2883417,5.7,"$18,000,000",2003
29024,1616069,2899535,6.2,"$4,000,000",2007
29025,1616069,3036729,6.9,"$10,000,000",1997
29026,1616857,2468361,5.2,"$2,000,000",2006
29027,1616857,2750672,5.5,"$25,000",2007
29028,1616857,3017406,5.7,"£5,000,000",2007
29029,1617249,2734928,5.0,"$1,000,000",2005
29030,1617272,2399258,6.4,"$10,000,000",2008
29031,1617332,2319897,7.1,"$13,000,000",2006
29032,1617733,2399258,6.4,"$10,000,000",2008
29033,1617775,2498947,7.7,"$1,200,000",2013
29034,1617980,2228067,5.0,"AUD 1,500",2008
29035,1618177,2859851,7.8,"$75,000,000",2004
29036,1618177,2859852,8.1,"$110,000,000",2007
29037,1618306,2459380,7.7,$500,2011
29038,1618578,2403692,8.1,"$145,000,000",2014
29039,1618664,2449469,6.1,"$1,000,000",2006
29040,1618908,2401858,4.4,"$1,500,000",2012
29041,1619070,2402356,5.3,"$120,000,000",2010
29042,1619114,3020578,6.4,"$300,000",1962
29043,1619126,2053623,4.6,"NZD 4,000,000",1998
29044,1619126,2474554,6.1,"NZD 1,100,000",2012
29045,1619126,2720179,5.9,"AUD 5,500,000",1984
29046,1619126,2882400,7.2,"$30,000,000",1996
29047,1619126,2903321,8.8,"$93,000,000",2001
29048,1619126,2973943,6.8,"AUD 3,500,000",1994
29049,1619126,3027514,7.7,"NZD 6,000,000",2003
29050,1619630,2083601,6.2,"$75,000,000",2003
29051,1619630,2119161,6.1,"$80,000,000",2009
29052,1619630,2129350,6.4,"$34,200,000",1999
29053,1619630,2137543,6.5,"$40,000,000",2014
29054,1619630,2155408,3.2,"$10,000,000",2011
29055,1619630,2190298,6.4,"$70,000,000",2006
29056,1619630,2243162,4.6,"$22,000,000",2005
29057,1619630,2243163,5.7,"$17,000,000",2000
29058,1619630,2245961,5.6,"$17,000,000",2004
29059,1619630,2365606,5.9,"$80,000,000",2010
29060,1619630,2365607,5.4,"$80,000,000",2013
29061,1619630,2401143,7.1,"$85,000,000",2012
29062,1619630,2411729,6.1,"$85,000,000",2007
29063,1619630,2441421,3.5,"$79,000,000",2011
29064,1619630,2450776,5.9,"$17,700,000",2001
29065,1619630,2457365,6.4,"$80,000,000",2009
29066,1619630,2537098,5.3,"$80,000,000",2001
29067,1619630,2601420,5.8,"$50,000,000",2002
29068,1619630,2674230,5.2,"$26,000,000",2009
29069,1619630,2847301,5.6,"$70,000,000",2012
29070,1619630,2851590,4.8,"$22,000,000",2001
29071,1619630,2855962,5.6,"$33,000,000",2007
29072,1619630,2903190,6.3,"$82,000,000",2005
29073,1619630,2908197,3.3,"$16,000,000",2003
29074,1619630,2932090,5.1,"$5,000,000",2009
29075,1619630,2947344,6.0,"$20,000,000",1999
29076,1619630,3051706,5.5,"$90,000,000",2008
29077,1619630,3060137,5.2,"$80,000,000",2011
29078,1619668,2772764,5.3,"$1,500,000",2001
29079,1619668,3041058,8.3,"$500,000",2008
29080,1620195,2394553,7.6,"$3,200,000",1946
29081,1620251,2324291,4.9,"$60,000",2003
29082,1620402,2107231,7.8,"£125,000",2014
29083,1620433,2442556,7.4,"SEK 2,000",2006
29084,1620433,2648519,6.5,"SEK 200",2008
29085,1620433,2787470,7.8,"SEK 20,000",2003
29086,1620549,2799012,5.2,"$35,000",1967
29087,1620549,2949722,5.5,"$60,000",1981
29088,1620642,2981175,7.4,"TRL 350,000",1973
29089,1620954,2020789,5.6,"$10,000,000",2009
29090,1620954,2324654,6.9,"$9,000,000",1988
29091,1620954,2827591,5.9,"$27,000,000",2004
29092,1620954,2875698,8.2,"$5,000,000",1981
29093,1620954,2922203,6.4,"$45,000,000",2005
29094,1620954,3004035,6.9,"$68,000,000",2001
29095,1620954,3040100,7.2,"$25,000,000",1998
29096,1621024,2090773,4.4,"$4,000,000",2012
29097,1621124,2851674,7.3,"$1,450,000",1968
29098,1621124,2912568,7.4,"$1,300,000",1965
29099,1621257,2697011,7.1,"$2,000,000",2014
29100,1621446,2951767,3.3,"$30,000",2006
29101,1621598,2228344,7.1,"$4,000",2009
29102,1621879,2875980,7.8,"$170,000",2004
29103,1622351,2287766,6.9,"€ 2,760,000",2002
29104,1622351,2763854,7.2,"$1,727,000",1997
29105,1622351,2765360,6.1,"€ 19,000",2005
29106,1622351,2765360,6.1,"€ 19,000",2005
29107,1622351,3064185,6.6,"$10,000,000",1981
29108,1622413,2500996,6.2,"€ 2,000,000",2004
29109,1623011,2857006,6.0,"$125,000",1971
29110,1623468,2067514,5.8,"£5,000,000",2006
29111,1623468,2142032,7.0,"£100,000",2007
29112,1623777,2903203,5.0,"$23,000,000",2007
29113,1623918,2925138,6.0,"$1,000,000",2014
29114,1624230,2234803,6.8,"$24,000",2012
29115,1624522,2798678,4.1,"$820,000",2014
29116,1624522,2860516,3.9,"$1,000,000",2009
29117,1624522,2883989,4.1,"$68,000",2004
29118,1624711,2138671,3.8,"$10,000,000",2007
29119,1624711,2396226,5.6,"$12,000,000",2006
29120,1624711,2938606,5.8,"$800,000",2008
29121,1624812,2207200,6.5,"$10,000,000",2003
29122,1624952,2658423,6.2,"€ 1,200",2011
29123,1625073,2586912,5.2,"$1,000,000",1992
29124,1625098,2299759,7.2,"$1,000,000",2008
29125,1625329,2209142,6.0,"€ 500",2012
29126,1625588,2022193,6.8,"$25,000,000",2007
29127,1625588,2243867,5.9,"$15,000,000",2013
29128,1625588,2334759,7.3,"$31,000,000",2000
29129,1625588,2372994,6.5,"$150,000,000",2008
29130,1625588,2451646,7.0,"$36,000,000",2002
29131,1625588,2545553,5.0,"$80,000,000",1998
29132,1625588,2599160,6.3,"$11,000,000",2011
29133,1625588,2652722,5.9,"$24,000,000",1997
29134,1625588,2762057,8.7,"$33,000,000",1995
29135,1625588,2902974,6.7,"$65,000,000",1997
29136,1625588,2910462,7.2,"$18,000,000",2008
29137,1625588,2922809,6.4,"$33,000,000",2004
29138,1625631,2352990,3.5,"$500,000",2013
29139,1625980,2291486,6.6,"FIM 1,600,000",2001
29140,1625980,2458512,6.6,"FIM 3,395,021",1987
29141,1625980,2476687,6.9,"€ 1,300,000",2004
29142,1625980,2481726,6.4,"FIM 6,275,088",1998
29143,1625980,2628898,6.2,"FIM 5,414,258",1984
29144,1625980,2654554,7.0,"FIM 2,000,000",1993
29145,1625980,2695190,4.4,"FIM 3,820,211",1990
29146,1625980,2796732,6.8,"FIM 5,874,828",1999
29147,1625981,3023019,3.8,"$3,000,000",2014
29148,1625981,3031997,7.2,"$165,000",1999
29149,1626077,2369327,5.8,"€ 315,000",2013
29150,1626098,2057010,7.7,"$19,000,000",2003
29151,1626098,2103287,7.1,"$17,000,000",2010
29152,1626098,2303468,7.5,"$7,000,000",2005
29153,1626098,2660341,6.4,"$5,000,000",2011
29154,1626098,2748497,7.1,"$750,000",2014
29155,1626098,2987105,7.1,"$2,700,000",1997
29156,1626213,2145109,5.3,"$6,000,000",2009
29157,1626213,2712618,5.2,"$35,000,000",2002
29158,1626213,2723206,5.6,"$70,000,000",1999
29159,1626213,2780886,5.5,"$85,000,000",2002
29160,1626213,2856898,4.9,"$50,000,000",2004
29161,1626213,2909425,6.2,"$15,000,000",2008
29162,1626213,2940816,5.9,"$80,000,000",2002
29163,1626586,2054322,7.8,"ESP 370,000,000",1998
29164,1626586,2069097,7.6,"$9,000,000",2002
29165,1626586,2087970,6.4,"€ 1,800,000",2002
29166,1626586,2122278,4.4,"FRF 105,000,000",2001
29167,1626586,2133779,7.1,"$5,000,000",1992
29168,1626586,2273204,6.2,"FRF 85,000,000",2002
29169,1626586,2490319,7.1,"FRF 80,000,000",1996
29170,1626586,2604036,8.0,"$15,000,000",2001
29171,1626586,2648102,6.9,"€ 50,000,000",2005
29172,1626586,2883940,7.3,"$45,000,000",2010
29173,1626586,2919255,8.5,"$35,000,000",2002
29174,1626586,2988465,6.7,"FRF 53,000,000",1997
29175,1626586,3006775,7.7,"$11,000,000",2004
29176,1626586,3058774,7.7,"$8,000,000",2005
29177,1626629,2559131,4.7,"$10,000,000",2010
29178,1626952,2445294,2.8,"$23,000,000",1988
29179,1627098,2020272,6.0,"$50,000",2013
29180,1627136,2344795,6.0,"BRL 60,000",2012
29181,1627235,3064633,5.5,"$5,000,000",2013
29182,1627261,2188798,6.3,"$3,400,000",2006
29183,1627328,2073404,6.6,"$5,000,000",2002
29184,1627328,2965175,6.8,"$2,000,000",1999
29185,1627572,2510500,6.4,"$67,000,000",1996
29186,1627572,2744961,6.9,"$33,000,000",1998
29187,1627572,2744964,6.6,"$90,000,000",2002
29188,1627572,2744966,6.2,"$140,000,000",2007
29189,1627572,2807142,4.4,"$5,500,000",1990
29190,1627572,3032291,6.6,"$17,000,000",1995
29191,1627718,2674960,5.1,"$1,000,000",1991
29192,1627758,2381512,4.5,"$2,800,000",2008
29193,1627827,2857126,5.4,"$5,000,000",2011
29194,1627865,2544881,4.8,"$200,000",2012
29195,1627963,2153271,7.1,"$4,000,000",2005
29196,1627963,2388515,6.1,"$12,000,000",1999
29197,1627963,2397240,4.1,"£3,000,000",2001
29198,1627963,2849771,5.4,"$25,000,000",2014
29199,1627963,2946662,5.9,"$10,000,000",2007
29200,1627963,2956406,6.2,"$5,750,000",2012
29201,1627963,3025765,6.9,"$9,000,000",1997
29202,1628075,2519567,8.0,"€ 110,000",2010
29203,1628272,2307448,7.3,"$1,000",2007
29204,1628328,2188551,7.6,"IRR 70,000,000,000",2014
29205,1628328,2950269,5.9,"$1,000,000",2012
29206,1628352,2575150,7.5,"$11,000,000",2011
29207,1628428,2800703,3.9,"$2,000,000",2014
29208,1628588,2746670,3.0,"$2,500,000",2013
29209,1628723,2028831,6.9,"$10,000,000",2006
29210,1628723,2563589,4.4,"$1,000,000",2009
29211,1628951,2482323,6.0,"$8,300,000",2006
29212,1628951,2482324,6.5,"$10,000,000",2011
29213,1628955,2482323,6.0,"$8,300,000",2006
29214,1628993,2941448,5.0,"$2,300,000",1989
29215,1629195,2626405,4.7,"$10,000,000",2009
29216,1629303,2626614,7.6,"$15,000",2009
29217,1629359,2725514,7.1,"$800,000",2007
29218,1630588,2028897,5.1,"€ 10",2013
29219,1630592,2351303,8.6,"€ 7,500",2005
29220,1630887,2275991,7.2,"€ 1,000",2007
29221,1630887,2437756,6.9,"€ 500",2001
29222,1630887,2474894,8.1,"€ 1,500",2007
29223,1630887,2531458,5.9,"€ 400",2000
29224,1631025,2105664,2.5,"$18,000,000",1999
29225,1631025,2219629,5.9,"$7,000,000",1990
29226,1631025,2306478,4.4,"$40,000,000",2003
29227,1631025,2314413,3.3,"$42,000,000",2002
29228,1631025,2383501,7.1,"$1,000,000",1987
29229,1631081,2606346,3.8,"$3,000,000",2010
29230,1631269,2180047,6.6,"$2,000,000",2009
29231,1631431,2584530,5.3,"€ 6,000,000",2007
29232,1631436,2069817,6.4,"€ 120,000",2012
29233,1631436,2283056,7.5,"€ 2,100,000",1995
29234,1631436,2500453,5.5,"ESP 225,000,000",1997
29235,1631436,2584530,5.3,"€ 6,000,000",2007
29236,1631676,2110871,6.7,"€ 2,000,000",2007
29237,1631682,2089269,6.1,"€ 1,500,000",2011
29238,1631943,2155002,7.2,"$1,000,000",2002
29239,1631993,2767504,5.2,"$1,000,000",2000
29240,1632044,2715951,8.3,"$18,000,000",1980
29241,1632349,2312620,5.5,"CAD 1,200,000",1979
29242,1632887,2364506,5.6,"$200,000",2005
29243,1632887,3026170,7.1,"$200,000",2008
29244,1633575,2436957,6.6,"INR 220,000,000",2012
29245,1633593,2936941,5.3,"$25,000",1985
29246,1634034,2174399,6.4,"DEM 6,340,000",1992
29247,1634034,2948433,7.6,"€ 1,000,000",2004
29248,1634067,2057010,7.7,"$19,000,000",2003
29249,1634067,2103287,7.1,"$17,000,000",2010
29250,1634067,2122175,5.8,"$53,000,000",1999
29251,1634067,2243736,6.7,"$27,000,000",1995
29252,1634067,2290207,8.2,"$10,000,000",2014
29253,1634067,2568636,6.1,"$10,000,000",1988
29254,1634067,2660199,4.8,"$14,000,000",2010
29255,1634067,2681628,7.7,"$26,000,000",1992
29256,1634067,2847146,6.8,"$26,000,000",1996
29257,1634067,2932484,8.6,"$19,000,000",1991
29258,1634067,2987105,7.1,"$2,700,000",1997
29259,1634221,2969389,7.4,"FRF 53,000,000",2001
29260,1634474,2352791,6.9,"$1,000,000",2002
29261,1634474,2597728,6.8,"$1,500,000",2008
29262,1634577,2901184,6.3,"$175,000",2007
29263,1634742,2999049,7.6,"$1,200,000",2009
29264,1634761,2332043,7.3,"$11,000,000",2002
29265,1634761,2725295,5.7,"$34,000,000",2000
29266,1634845,2026728,4.7,"$1,500,000",2004
29267,1634845,2473859,5.2,"$1,400,000",2004
29268,1635252,2584231,6.7,"€ 1,650,000",2013
29269,1635368,2449469,6.1,"$1,000,000",2006
29270,1635794,2729452,3.2,"$6,000,000",2005
29271,1636031,2289704,5.0,"€ 1,200,000",2013
29272,1636031,2453480,6.9,"€ 2,500,000",2007
29273,1636031,2608977,5.6,"$1,000,000",2011
29274,1636125,2470709,4.3,"$3,000,000",2013
29275,1636271,2036011,5.0,"$13,000,000",2004
29276,1636271,3011407,7.9,"INR 140,000,000",2010
29277,1636289,2685663,5.1,"SEK 80,000,000",1998
29278,1636317,2577682,6.7,"$1,000",2008
29279,1636668,2075480,6.0,"$35,000,000",2001
29280,1636668,2136866,5.9,"$65,000,000",2003
29281,1636668,2243086,6.8,"$15,000,000",1999
29282,1636668,2260021,5.4,"$30,000,000",2005
29283,1636668,2319544,6.8,"$23,000,000",2000
29284,1636668,2319546,5.8,"$34,000,000",2006
29285,1636668,2594654,6.1,"$25,000,000",1998
29286,1636668,2744961,6.9,"$33,000,000",1998
29287,1636668,2878644,5.8,"$10,000,000",1995
29288,1636668,2879852,5.1,"$43,000,000",2008
29289,1636717,2078226,7.0,"$2,500,000",1978
29290,1636718,2188216,8.4,"$686,033",1941
29291,1636718,2905176,7.9,"$850,000",1966
29292,1636767,2636401,7.3,"$75,000,000",2013
29293,1636767,2867937,5.4,"$25,000,000",2013
29294,1636791,2608977,5.6,"$1,000,000",2011
29295,1636791,2820488,5.7,"ISK 80,000,000",2008
29296,1636791,2851033,6.1,"$400,000",2008
29297,1636844,2309376,6.0,"$1,000,000",1997
29298,1636844,2416421,4.8,"$5,000,000",1996
29299,1636844,2609095,4.2,"$22,000",1993
29300,1636969,2057725,7.5,"$5,000",2013
29301,1636990,2947564,3.3,"$5,000,000",2009
29302,1637023,2542134,5.1,"$17,000,000",1982
29303,1637075,2154877,5.9,"$42,000,000",2009
29304,1637075,2301927,6.6,"$25,000,000",2004
29305,1637075,2872884,6.4,"$65,000,000",2012
29306,1637132,2668418,8.1,"$12,000,000",1973
29307,1637132,2805691,5.2,"$14,000,000",1981
29308,1637207,2171746,6.0,"$800,000",1989
29309,1637207,2389055,4.3,"$11,000,000",2008
29310,1637207,2537319,6.6,"$2,500,000",2003
29311,1637207,2950796,7.9,"$25,000,000",2006
29312,1637290,2189161,6.4,"CHF 4,000,000",2012
29313,1637290,2758522,5.6,"€ 3,800,000",2012
29314,1637407,2238600,6.0,"DEM 850,000",1978
29315,1637409,2246309,6.8,"DEM 620,000",1972
29316,1637419,2101559,6.6,"$7,000,000",2002
29317,1637419,2152780,7.7,"$14,000,000",2005
29318,1637419,2155985,6.9,"$15,000,000",2002
29319,1637419,2374394,7.8,"$3,000,000",1998
29320,1637419,2405194,5.7,"$137,000,000",2003
29321,1637419,2732232,6.8,"$35,000,000",2000
29322,1637419,2762048,7.6,"$15,000,000",2007
29323,1637419,2767426,7.7,"$16,500,000",1996
29324,1637419,2776086,6.1,"$3,500,000",1996
29325,1637419,2835429,6.7,"$30,000,000",2009
29326,1637419,2861399,6.6,"$25,000",1996
29327,1637419,2892770,7.5,"$18,000,000",1997
29328,1637419,2912405,6.1,"$2,000,000",1997
29329,1637419,2980371,7.4,"$400,000",2006
29330,1637419,3019194,6.8,"$1,000,000",1996
29331,1637419,3040542,7.9,"$15,000,000",2000
29332,1637419,3045882,7.7,"$1,000,000",1993
29333,1637534,2919255,8.5,"$35,000,000",2002
29334,1637591,3053539,6.7,"$125,000",2014
29335,1637612,2113291,6.7,"$6,000,000",2014
29336,1637612,2716745,6.0,"$50,000,000",2004
29337,1637612,2921802,5.6,"$40,000,000",2004
29338,1637681,2688053,4.2,"$1,600,000",2010
29339,1637690,2285187,5.9,"€ 1,000",2007
29340,1637780,2413414,7.2,"$3,250,000",1944
29341,1637780,2924812,7.3,"$1,640,000",1981
29342,1638095,3038116,7.6,"$4,000",2013
29343,1638141,2263773,3.5,"$7,850,000",1994
29344,1638141,2264155,5.4,"$8,000,000",1997
29345,1638141,2308753,4.1,"$50,000,000",1996
29346,1638141,2556482,5.9,"$6,000,000",1999
29347,1638141,2705812,4.9,"$6,000,000",2002
29348,1638141,2726962,5.6,"$7,000,000",1998
29349,1638156,2736922,7.4,"$100,000",2008
29350,1638240,2306478,4.4,"$40,000,000",2003
29351,1638240,2555115,7.4,"€ 5,000,000",2008
29352,1638307,2531082,6.8,"€ 10,000",2010
29353,1638336,2335973,7.0,"€ 500",2010
29354,1638650,2685360,6.7,"$8,000,000",1987
29355,1638698,2037088,7.6,"$40,000,000",1992
29356,1638698,2081492,5.5,"$30,000,000",2014
29357,1638698,2306467,6.1,"$38,000,000",1996
29358,1638698,2350818,6.6,"$36,000,000",1997
29359,1638698,2588640,7.8,"$20,000,000",1990
29360,1638698,2633670,4.4,"$40,000,000",1995
29361,1638698,2810281,8.1,"$8,000,000",1987
29362,1638698,2921795,8.2,"$16,000,000",1988
29363,1638698,2938060,7.0,"$4,500,000",1985
29364,1638698,3030026,7.6,"$16,000,000",1989
29365,1638766,2508745,6.2,"€ 20,000,000",2011
29366,1639073,2223963,4.0,"$275,000",1972
29367,1639073,2332661,4.6,"$110,000",1959
29368,1639073,2350605,6.4,"$100,000",1956
29369,1639073,2554901,5.9,"$90,000",1958
29370,1639073,2681334,4.6,"$116,000",1957
29371,1639073,2736406,6.7,"$1,200,000",2012
29372,1639073,2858281,6.0,"$225,000",1957
29373,1639073,3015449,4.5,"$150,000",1957
29374,1639086,2043254,5.2,"$2,000,000",2010
29375,1639086,2109236,5.2,"AUD 30,000,000",2014
29376,1639086,2374076,2.6,"$1,000,000",2013
29377,1639086,2413520,6.5,"$1,800,000",1999
29378,1639086,2424584,4.0,"$1,000,000",2006
29379,1639086,2686255,4.6,"$600,000",2003
29380,1639086,2752372,2.6,"$3,000,000",2000
29381,1639086,2794751,2.2,"$1,000,000",2012
29382,1639086,2816908,3.6,"$1,000,000",2014
29383,1639093,2883555,8.3,"$750,000",1927
29384,1639093,2883555,8.3,"$750,000",1927
29385,1639093,2912809,8.1,"$220,000",1925
29386,1639093,2993739,6.5,"$1,500,000",1936
29387,1639292,2414356,6.2,"$25,000,000",1994
29388,1639292,2510708,7.0,"$12,000,000",2003
29389,1639292,2788049,6.9,"$12,000,000",1993
29390,1639292,2864172,7.3,"AUD 1,280,000",1978
29391,1639292,2872568,6.9,"AUD 300,000",1976
29392,1639335,2170418,5.5,"CNY 25,000,000",2011
29393,1639335,2858632,3.5,"$2,000,000",2013
29394,1639466,2717617,6.7,"$7,500,000",1992
29395,1639466,2779646,6.9,"$12,000,000",1982
29396,1639466,2835012,7.3,"$1,500,000",1975
29397,1639466,2936034,5.2,"$90,000,000",2004
29398,1639466,3032799,7.2,"$8,000,000",1982
29399,1639507,2091893,3.9,"$150,000",2013
29400,1639603,2723995,6.9,"$472,000",1929
29401,1639603,2798992,6.3,"$900,000",1947
29402,1639610,2256729,7.8,"€ 50,000",2004
29403,1639630,2237973,6.2,"€ 10,000,000",2013
29404,1639630,2248279,7.7,"€ 600,000",2005
29405,1639777,2877446,6.4,"$21,800,000",2010
29406,1639969,2545636,7.8,"$4,000,000",2003
29407,1640058,2812964,5.7,"$2,200,000",2006
29408,1640066,2713109,6.8,"DEM 4,400,000",1982
29409,1640176,3036746,7.3,"$5,500,000",2007
29410,1640321,2135472,4.7,"$50,000,000",2001
29411,1640321,2223671,2.7,"$20,000,000",2006
29412,1640321,2296411,2.3,"$20,000,000",2006
29413,1640321,2350438,4.3,"$12,000,000",1993
29414,1640321,2558867,4.9,"$55,000,000",2002
29415,1640321,2594175,6.4,"$65,000,000",2004
29416,1640321,2607626,7.5,"$11,000,000",1992
29417,1640321,2637403,6.8,"$3,300,000",2008
29418,1640321,2675189,6.5,"$8,000,000",1994
29419,1640321,2797554,6.4,"$15,000,000",2013
29420,1640321,2850548,7.0,"$10,000,000",2008
29421,1640321,3019282,6.2,"$56,000,000",2004
29422,1640321,3029436,5.5,"$15,000,000",2000
29423,1640321,3051408,6.1,"$5,000,000",2007
29424,1640321,3052877,6.8,"$13,000,000",1989
29425,1640321,3052883,6.4,"$20,000,000",1990
29426,1640335,2153978,7.1,"$26,000,000",2011
29427,1640335,2260044,6.0,"$50,000,000",2005
29428,1640365,3007838,6.3,"$10,000,000",1999
29429,1640430,2630836,8.1,"$20,000",2011
29430,1640635,2565688,3.0,"$30,000",2003
29431,1640649,2298807,6.8,"$50,000,000",2013
29432,1640712,2370688,5.9,"€ 2,800,000",2013
29433,1640712,2645515,7.5,"€ 300,000",2014
29434,1640829,2194074,5.4,"$85,000,000",2002
29435,1640829,2661850,6.3,"$50,000,000",2009
